,Sentence,sentiment
3921,combin foreign invest creat interest opportun solteq,Positive
3922,diageo receiv report unit spirit financi irregular involv,Positive
3923,oper profit rose eur mn eur mn,Positive
3924,term transact remain undisclos,Neutral
3925,nest oil offer outplac servic employe reduc,Neutral
3926,inbev increas offer rival sabmil,Neutral
3927,net sale decreas eur million eur million,Neutral
3928,nest oil publish third quarter result friday octob approxim eet,Neutral
3929,share repurchas helsinki stock exchang behalf sampo plc dansk bank helsinki branch,Positive
3930,accord ceo matti karppinen frozen food post good result,Positive
3931,think fm challendg distant futur look yesterday volum,Neutral
3932,incap contract manufactur servic pvt ltd subsidiari incap corpor finland plan doubl revenu,Neutral
3933,finland citi forssa said pay compens food industri compani hk ruokatalo atria lye leak tap water occur march,Negative
3934,order kone monospac elev would instal,Neutral
3935,sale lead pretax capit gain eur million finnish compani,Positive
3936,order mln euro mln deal made juli,Neutral
3937,soon collis start,Negative
3938,pharmaceut spain market analysi give clear overview actual situat futur outlook pharmaceut market spain,Positive
3939,finnish forest industri group stora enso oyj issu thursday march profit warn first quarter,Positive
3940,group order portfolio decreas eur mn eur mn,Neutral
3941,pretax profit jump eur million eur million,Positive
3942,result also burden increas fix cost associ oper china restructur cost japan,Negative
3943,compani decid stop oper ruukki construct divis latvia lithuania concentr product logist parnu estonia,Negative
3944,credit suiss poach prudenti thiam asian push,Positive
3945,tesco share price dip blinkbox book close end supermarket digit,Positive
3946,dollar bounc back hit anoth record low euro reach first time,Negative
3947,news feedschrod book solid earn growth sever board chang,Positive
3948,baswar busi transact servic enabl custom receiv send invoic electron format,Neutral
3949,major compani personnel finland temporarili laid one six week period februari june period,Neutral
3950,payment date march,Neutral
3951,sbux invert head shoulder pattern work bullish,Neutral
3952,annual gener meet approv dividend eur per share total eur million,Positive
3953,one dark spot horizon howev compani perform finnish bottl water market,Neutral
3954,could,Neutral
3955,commod channel index indic signal oversold fb stockmarket http http,Neutral
3956,acquisit financ billion debt arrang goldman sach,Negative
3957,memorandum understand cooper finnish global chemic compani kemira vietnam nation chemic group vinachem sign occas,Neutral
3958,china base oper enabl us fulli leverag resourc expertis wireless solut also strengthen capabl offer product custom china,Positive
3959,compani report net sale employe,Neutral
3960,helsinki thomson financi kemira growhow swung profit first quarter earn improv sale especi fertil busi europ normal stronger first quarter,Positive
3961,fish content nugget fish come canada finland,Neutral
3962,ministri water tanzania award poyri water sanit engin assign rehabilit extens water suppli sanit infrastructur bukoba musoma situat lake victoria northern tanzania,Positive
3963,compani studi feasibl focus process meat product vantaa facil process fresh meat forssa facil,Positive
3964,initi estim total valu eur final award valu eur,Positive
3965,bank ufj ltd act agent loan,Neutral
3966,shop locat capit region region,Neutral
3967,gp gap septemb compar store sale,Neutral
3968,ocbc buy barclay wealth manag unit singapor hong kong,Positive
3969,pretax profit decreas eur mn eur mn,Positive
3970,cencorp headquart virkkala finland develop suppli autom solut electron semiconductor industri enhanc product,Positive
3971,costco premier retail dividend play http cost,Positive
3972,ruukki group calcul lost eur fail project,Negative
3973,finnish food compani raisio oyj hel raivv said friday wrap divest margarin oper us sector player bung ltd nyse bg,Neutral
3974,pleas effort negoti team look forward product four year ahead,Positive
3975,sold tsla put morn close close help pay monthli expens,Positive
3976,atria said offer would give swedish compani continu ownership control slaughter cut oper,Negative
3977,finnish bank issu profit warn,Positive
3978,thank internet consum compar product previous finnish compani competit,Positive
3979,later hous build area,Neutral
3980,resin real trebl long deep top bottom middl hook,Positive
3981,oper profit exclud item total eur mn compar eur mn correspond period,Positive
3982,finnish media compani talentum oyj net profit decreas mln euro mln first quarter mln euro mln period,Positive
3983,compani market share continu increas,Positive
3984,plan cse work togeth public polici manag institut ppmi partner build total area squar meter built territori first phase,Neutral
3985,particip book discuss special event visitor car dealership elig enter draw silver altima,Positive
3986,issuer sole respons content announc,Positive
3987,alexandria scheck espoo finland develop method identifi remot radio unit commun system,Neutral
3988,rapala fish frenzi,Negative
3989,jp morgan expect scala lower nobel biocar growth forecast current guidanc pct well oper margin target current pct,Positive
3990,latvenergo order signific expans tekla xpower network inform system,Positive
3991,januari finnish flag carrier finnair oyj hel said today seal sale leaseback agreement newest airbu aircraft syndic japanes oper leas market,Positive
3992,pharmaceut belgium market analysi give clear overview actual situat futur outlook pharmaceut market belgium,Positive
3993,jon risfelt year old hold master scienc chemic engin swedish royal institut technolog,Neutral
3994,first phase logist complex envisag complet sq logist premis gatehous build novemb,Neutral
3995,elcoteq group recent announc last three month previou year brought major loss half billion kroon eur mln fifth quarter run,Negative
3996,today busi consum want said moham zainalabedin gener manag zain bahrain,Positive
3997,host mobil termin guid inform flow particip termin option network server may assist host mobil termin,Neutral
3998,accord olvi manag director lass aho compani ongo mmx plu project aim find growth outsid finland,Positive
3999,bhp billiton slash dividend post billion net loss,Negative
4000,beij hong standard charter bank said sign china mobil phone dealer financ agreement nokia make first foreign bank offer financ countri small medium enterpris,Positive
4001,googl get upgrad price target,Neutral
4002,oper profit period increas revenu increas compar correspond period,Positive
4003,stonesoft see great promis futur,Positive
4004,finnish oper elisa aker yard sign servic deal elisa deliv necessari voic data servic aker yard finland,Neutral
4005,bwld bearish engulf candl,Neutral
4006,strong growth continu also china,Positive
4007,finnish electron contract manufactur scanfil net sale eur mn first quarter eur mn year,Neutral
4008,sanoma learn literatur offer print digit learn materi present eleven countri,Neutral
4009,compani poser want impress peopl latest handset,Positive
4010,gild expand research facil keep pace innov http,Positive
4011,end review period nordic aluminium order book stood eur mn compar eur,Neutral
4012,standard charter lag capit worri,Negative
4013,valu order nearli,Positive
4014,compani oper divis lisl,Negative
4015,front surfac valv plate direct toward,Neutral
